entity_id,entity_type,company_id,company_name,owner_id,owner_name,time_period,loan_amount,loan_purpose,term_years,interest_rate,collateral_type,collateral_value,ltv_ratio,application_date,desired_funding_date,market_condition_id,market_interest_rate,industry_growth,valid_from,valid_to,collection_timestamp,source,confidence,corroboration_level,evidence_id
company_hawkins-scott_loan_t0,LoanApplication,company_hawkins-scott,Hawkins-Scott,owner_kristina_gonzalez,Kristina Gonzalez,0,2653778,Working Capital,2,0.0656,Inventory,2122095.2876407336,1.2505461066973913,2025-04-23,2025-07-07,market_conditions_t0,0.0441,0.0291,2025-04-23T07:57:25.149035,,2025-04-23T08:08:25.149035,synthetic,0.768,1,SYN-1745582245-4653
company_hawkins-scott_loan_t1,LoanApplication,company_hawkins-scott,Hawkins-Scott,owner_kristina_gonzalez,Kristina Gonzalez,1,1557803,Inventory Purchase,2,0.1004,Inventory,1487087.5784990485,1.0475529636071106,2025-07-06,2025-08-28,market_conditions_t1,0.0551,0.0414,2025-07-03T07:57:25.149074,,2025-07-03T08:19:25.149074,synthetic,0.724,1,SYN-1745582245-3269
company_hawkins-scott_loan_t2,LoanApplication,company_hawkins-scott,Hawkins-Scott,owner_kristina_gonzalez,Kristina Gonzalez,2,1984848,Working Capital,2,0.1229,Personal Guarantee,2173685.3178629074,0.9131257333749828,2025-09-23,2025-11-11,market_conditions_t2,0.0601,0.03,2025-09-27T07:57:25.149112,2025-11-03T07:57:25.149112,2025-09-27T08:27:25.149112,synthetic,0.768,2,SYN-1745582245-9019
company_hawkins-scott_loan_t3,LoanApplication,company_hawkins-scott,Hawkins-Scott,owner_kristina_gonzalez,Kristina Gonzalez,3,1995548,Working Capital,2,0.092,Accounts Receivable,2017200.2392300274,0.9892661924141491,2025-12-27,2026-02-26,market_conditions_t3,0.0509,0.0338,2026-01-14T07:57:25.149153,,2026-01-14T08:51:25.149153,synthetic,0.78,1,SYN-1745582245-7055
company_daugherty_inc_loan_t0,LoanApplication,company_daugherty_inc,Daugherty Inc,owner_charles_evans,Charles Evans,0,7242853,Facility Expansion,15,0.0492,Real Estate,10810782.799942017,0.6699656383845624,2025-04-20,2025-06-05,market_conditions_t0,0.0441,0.0171,2025-04-18T07:57:25.149605,,2025-04-18T09:01:25.149605,synthetic,0.777,1,SYN-1745582245-8083
company_daugherty_inc_loan_t1,LoanApplication,company_daugherty_inc,Daugherty Inc,owner_charles_evans,Charles Evans,1,5209898,Facility Expansion,5,0.0922,Real Estate,6460397.021873335,0.8064361961595473,2025-06-27,2025-08-17,market_conditions_t1,0.0551,0.0443,2025-07-02T07:57:25.149649,,2025-07-02T09:22:25.149649,synthetic,0.748,1,SYN-1745582245-8845
company_daugherty_inc_loan_t2,LoanApplication,company_daugherty_inc,Daugherty Inc,owner_charles_evans,Charles Evans,2,3300393,Equipment Purchase,7,0.1051,Equipment,3852423.4856143882,0.8567056587429277,2025-10-06,2025-12-04,market_conditions_t2,0.0601,0.0424,2025-10-18T07:57:25.149688,,2025-10-18T09:22:25.149688,synthetic,0.73,2,SYN-1745582245-5060
company_daugherty_inc_loan_t3,LoanApplication,company_daugherty_inc,Daugherty Inc,owner_charles_evans,Charles Evans,3,2899565,Working Capital,3,0.0692,Accounts Receivable,2031467.6906573763,1.427325186285247,2025-12-31,2026-03-07,market_conditions_t3,0.0509,0.0385,2026-01-14T07:57:25.149724,,2026-01-14T09:29:25.149724,synthetic,0.8,1,SYN-1745582245-1607
company_calhoun-andrews_loan_t0,LoanApplication,company_calhoun-andrews,Calhoun-Andrews,owner_thomas_johnson,Thomas Johnson,0,2105632,Working Capital,1,0.0731,Personal Guarantee,2268169.210297669,0.9283399097564076,2025-04-15,2025-07-11,market_conditions_t0,0.0441,0.0454,2025-04-16T07:57:25.150230,,2025-04-16T09:23:25.150230,synthetic,0.722,3,SYN-1745582245-1395
company_calhoun-andrews_loan_t1,LoanApplication,company_calhoun-andrews,Calhoun-Andrews,owner_thomas_johnson,Thomas Johnson,1,2065397,Working Capital,2,0.1094,None,0.0,0.0,2025-07-10,2025-09-26,market_conditions_t1,0.0551,0.049,2025-07-19T07:57:25.150272,,2025-07-19T08:07:25.150272,synthetic,0.776,2,SYN-1745582245-7654
company_calhoun-andrews_loan_t2,LoanApplication,company_calhoun-andrews,Calhoun-Andrews,owner_thomas_johnson,Thomas Johnson,2,2559596,Refinance,10,0.0974,Accounts Receivable,2277606.0760433264,1.1238097873564459,2025-10-15,2026-01-07,market_conditions_t2,0.0601,0.0474,2025-10-12T07:57:25.150312,2025-12-02T07:57:25.150312,2025-10-12T08:44:25.150312,synthetic,0.732,3,SYN-1745582245-1888
company_calhoun-andrews_loan_t3,LoanApplication,company_calhoun-andrews,Calhoun-Andrews,owner_thomas_johnson,Thomas Johnson,3,2262572,Working Capital,2,0.1026,None,0.0,0.0,2026-01-16,2026-03-27,market_conditions_t3,0.0509,0.0395,2026-01-01T07:57:25.150351,,2026-01-01T09:31:25.150351,synthetic,0.788,3,SYN-1745582245-9349
